newcomb_species_name,species_inat,subspecies_inat,suggested_species_id,species_page,key_page_range_start,key_page_range_end,key_group_number,key_flower_type,key_plant_type,key_leaf_type,key_subgroup_1,key_subgroup_2,key_subgroup_3,key_description,species_inat_link,subspecies_inat_link,warning_species_extraction,warning_key_extraction
Leiophyllum buxifolium,Kalmia buxifolia,,Kalmia buxifolia,290.0,290,292.0,552,5 Regular Parts,Shrubs,Leaves Entire,"Leaves evergreen, stiff and leathery",,,"Leaves under 1"" long",https://www.inaturalist.org/taxa/355648-Kalmia-buxifolia,,0.0,0.0
Leontodon autumnalis,Scorzoneroides autumnalis,,Scorzoneroides autumnalis,362.0,362,364.0,723-724,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,Yellow flowers,,,Leaves 2 or more times longer than wide,https://www.inaturalist.org/taxa/204167-Scorzoneroides-autumnalis,,0.0,0.0
Leontodon autumnalis,ssp. autumnalis,,Scorzoneroides autumnalis,362.0,362,364.0,723-724,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,Yellow flowers,,,Leaves 2 or more times longer than wide,https://www.inaturalist.org/taxa/502621,https://www.inaturalist.org/taxa/502621,0.0,0.0
Lespedeza intermedia,Lespedeza violacea,,Lespedeza violacea,64.0,62,66.0,134,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Divided,"Leaflets 3, entire or finely toothed",Flowers not yellow,Middle leaflet distinctly stalked,Leaflets entire,https://www.inaturalist.org/taxa/154326,,0.0,0.0
Lespedeza violacea,Lespedeza frutescens,,Lespedeza frutescens,64.0,62,66.0,134,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Divided,"Leaflets 3, entire or finely toothed",Flowers not yellow,Middle leaflet distinctly stalked,Leaflets entire,https://www.inaturalist.org/taxa/164569,,0.0,0.0
Leucothoe racemosa,Eubotrys racemosa,,Eubotrys racemosa,304.0,304,306.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,"Leaves opposite, obviously growing in pairs",,,"Yellow, greenish or purplish flowers",https://www.inaturalist.org/taxa/204152,,0.0,0.0
Liatris borealis,Liatris novae-angliae,,Liatris novae-angliae,412.0,412,416.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,,,"Larger leaves 2-12"" long",https://www.inaturalist.org/taxa/204158,,0.0,0.0
Liatris borealis,Liatris scariosa,var. scariosa,,412.0,412,416.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,,,"Larger leaves 2-12"" long",,,,0.0
Liatris borealis,Liatris scariosa,var.nieuwlandii,,412.0,412,416.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,,,"Larger leaves 2-12"" long",,,0.0,0.0
Liatris graminifolia,Liatris pilosa,,Liatris pilosa,412.0,412,416.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,,,"Larger leaves 2-12"" long",https://www.inaturalist.org/taxa/164698,,0.0,0.0
Lilium tigrinum,Lilium lancifolium,,Lilium lancifolium,340.0,340,344.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,"Nodding, bell-shaped flowers",https://www.inaturalist.org/taxa/49524,,0.0,0.0
Limonium carolinianum,Limonium carolinianum,,Limonium carolinianum,174.0,174,176.0,522,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Flower stalk bearing more than 1 flower,https://www.inaturalist.org/taxa/133293,,0.0,0.0
Limosella subulata,Limosella australis,,Limosella australis,176.0,176,178.0,522,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Each flower stalk bearing a single flower,https://www.inaturalist.org/taxa/60248,,0.0,0.0
Linaria canadensis,Nuttallanthus canadensis,,Nuttallanthus canadensis,50.0,50,52.0,132,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Entire,"Flowers in spikes, racemes or heads",,,Blue flowers,https://www.inaturalist.org/taxa/59112,,0.0,0.0
Liparis lilifolia,Liparis liliifolia,,Liparis liliifolia,22.0,22,24.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves 2, large and broad",https://www.inaturalist.org/taxa/204347,,0.0,0.0
Listera australis,Neottia bifolia,,Neottia bifolia,74.0,74,76.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Leaves 2, in the middle of the stem",https://www.inaturalist.org/taxa/209199,,0.0,0.0
Listera convallarioides,Neottia convallarioides,,Neottia convallarioides,74.0,74,76.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Leaves 2, in the middle of the stem",https://www.inaturalist.org/taxa/131229,,0.0,0.0
Listera cordata,Neottia cordata,,Neottia cordata,74.0,74,76.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Leaves 2, in the middle of the stem",https://www.inaturalist.org/taxa/204364,,0.0,0.0
Lithospermum arvense,Buglossoides arvensis,,Buglossoides arvensis,200.0,200,204.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems not jointed,,"Flowers under 3/4"" wide; leaves not evergreen or floating",https://www.inaturalist.org/taxa/135229,https://www.inaturalist.org/taxa/135229,0.0,0.0
Lithospermum arvense,ssp. arvensis,,Buglossoides arvensis,200.0,200,204.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems not jointed,,"Flowers under 3/4"" wide; leaves not evergreen or floating",https://www.inaturalist.org/taxa/521337,https://www.inaturalist.org/taxa/521337,0.0,0.0
Loiseleuria procumbens,Kalmia procumbens,,Kalmia procumbens,290.0,290,292.0,552,5 Regular Parts,Shrubs,Leaves Entire,"Leaves evergreen, stiff and leathery",,,"Leaves under 1"" long",https://www.inaturalist.org/taxa/204337,,0.0,0.0
Lonicera bella,Lonicera ×bella,,Lonicera ×bella,294.0,294,296.0,552,5 Regular Parts,Shrubs,Leaves Entire,Leaves not evergreen,,,Leaves growing in pairs or 3's,https://www.inaturalist.org/taxa/170851,,0.0,0.0
Lophiola americana,Lophiola aurea,,Lophiola aurea,344.0,344,346.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,"Flowers in racemes, spikes or widely branched clusters",,,Larger leaves long and narrow,https://www.inaturalist.org/taxa/164768,,0.0,0.0
Lychnis alba,Silene latifolia,,Silene latifolia,260.0,258,262.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals separate; sepals united into a tube, cup or bladder from which the petals emerge",,,Plants of dry habitats,https://www.inaturalist.org/taxa/79109,,0.0,0.0
Lychnis chalcedonica,Silene chalcedonica,,Silene chalcedonica,258.0,258,262.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals separate; sepals united into a tube, cup or bladder from which the petals emerge",,,Plants of dry habitats,https://www.inaturalist.org/taxa/406034,,0.0,0.0
Lychnis dioica,Silene dioica,,Silene dioica,260.0,258,262.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals separate; sepals united into a tube, cup or bladder from which the petals emerge",,,Plants of dry habitats,https://www.inaturalist.org/taxa/55759,,0.0,0.0
Lychnis flos-cuculi,Silene flos-cuculi,,Silene flos-cuculi,260.0,258,262.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals separate; sepals united into a tube, cup or bladder from which the petals emerge",,,Plants of dry habitats,https://www.inaturalist.org/taxa/740984,,0.0,0.0
Lycopsis arvensis,Anchusa arvensis,,Anchusa arvensis,194.0,194,198.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems not jointed,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/62200,,0.0,0.0
Lycopsis arvensis,ssp. arvensis,,Anchusa arvensis,194.0,194,198.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems not jointed,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/62199,https://www.inaturalist.org/taxa/62199,0.0,0.0
Marshallia grandiflora,Marshallia pulchra,,Marshallia pulchra,202.0,200,204.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems not jointed,,"Flowers under 3/4"" wide; leaves not evergreen or floating",https://www.inaturalist.org/taxa/1106982,,0.0,0.0
Matricaria maritima,Tripleurospermum inodorum,,Tripleurospermum inodorum,380.0,380,382.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow or orange,Daisylike or asterlike flowers,,Leaves deeply lobed or divided,https://www.inaturalist.org/taxa/79441,,0.0,0.0
Matricaria maritima,Tripleurospermum maritimum,,Tripleurospermum maritimum,380.0,380,382.0,733-734,7 or More Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow or orange,Daisylike or asterlike flowers,,Leaves deeply lobed or divided,https://www.inaturalist.org/taxa/118873,,0.0,0.0
Matricaria matricarioides,Matricaria discoidea,,Matricaria discoidea,426.0,426,430.0,834,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Divided,Leaves deeply and irregularly lobed or divided into narrow segments,,,Leaves not prickly,https://www.inaturalist.org/taxa/52992,,0.0,0.0
Megalodonta beckii,Bidens beckii,,Bidens beckii,394.0,394,396.0,744,7 or More Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Divided,,,,Leaves divided,https://www.inaturalist.org/taxa/204252,,0.0,0.0
Melilotus alba,Melilotus albus,,Melilotus albus,60.0,60,62.0,134,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Divided,"Leaflets 3, entire or finely toothed",Flowers not yellow,Middle leaflet distinctly stalked,Leaflets finely toothed,https://www.inaturalist.org/taxa/58907,,0.0,0.0
Mentha arvensis,Mentha arvensis,,,90.0,90,92.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,"Flowers very small (under 1/4"" long)",,,0.0,0.0
Mentha arvensis,Mentha canadensis,,,90.0,90,92.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,"Flowers very small (under 1/4"" long)",,,0.0,0.0
Mentha piperita,Mentha ×piperita,,Mentha ×piperita,90.0,90,92.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,"Flowers very small (under 1/4"" long)",https://www.inaturalist.org/taxa/170774,https://www.inaturalist.org/taxa/170774,1.0,0.0
Monarda fistulosa,Monarda fistulosa,,var. fistulosa,92.0,92,96.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,"Flowers large (1"" or more long)",https://www.inaturalist.org/taxa/85320,,0.0,0.0
Monarda media,Monarda media,,,92.0,92,96.0,143,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow or yellowish,"Individual flowers stalkless, growing in 1 or more heads, spikes or whorls",,"Flowers large (1"" or more long)",https://www.inaturalist.org/taxa/133093,,0.0,0.0
Monotropa hypopithys,Monotropa hypopitys,,Monotropa hypopitys,172.0,172,174.0,511,5 Regular Parts,Wildflowers - No Apparent Leaves,No Apparent Leaves,,,,Wildflowers with No Apparent Leaves,https://www.inaturalist.org/taxa/59986,,0.0,0.0
Nemopanthus mucronata,Ilex mucronata,,Ilex mucronata,168.0,168,170.0,453,4 Regular Parts,Shrubs,Leaves Toothed or Lobed,,,,Leaves toothed or lobed,https://www.inaturalist.org/taxa/153208,,0.0,0.0
Nuphar microphyllum,Nuphar microphylla,,Nuphar microphylla,176.0,176,178.0,522,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Each flower stalk bearing a single flower,https://www.inaturalist.org/taxa/204367,,0.0,0.0
Nuphar variegatum,Nuphar variegata,,Nuphar variegata,176.0,176,178.0,522,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Each flower stalk bearing a single flower,https://www.inaturalist.org/taxa/204164,,0.0,0.0
Nymphaea odorata,Nymphaea odorata,,Nymphaea odorata,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/51119,,0.0,0.0
Nymphaea odorata,ssp. odorata,,Nymphaea odorata,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/51123,https://www.inaturalist.org/taxa/51123,0.0,0.0
Nymphaea tuberosa,ssp. tuberosa,,,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/51124,https://www.inaturalist.org/taxa/51124,0.0,0.0
Oenothera biennis,Oenothera biennis,,,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,https://www.inaturalist.org/taxa/62207,,0.0,0.0
Oenothera biennis,Oenothera nutans,,,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,https://www.inaturalist.org/taxa/165809,,0.0,0.0
Oenothera biennis,Oenothera villosa,,,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,https://www.inaturalist.org/taxa/78251,,0.0,0.0
Oenothera cruciata,Oenothera parviflora,,Oenothera parviflora,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,https://www.inaturalist.org/taxa/165812,,0.0,0.0
Oenothera cruciata,Oenothera oakesiana,,,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,,,0.0,0.0
Oenothera laciniata,Oenothera laciniata,,,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,https://www.inaturalist.org/taxa/78243,,0.0,0.0
Oenothera laciniata,Oenothera grandis,,,134.0,134,136.0,433,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,Yellow flowers,,,0.0,0.0
Onosmodium virginianum,Lithospermum virginianum,,Lithospermum virginianum,188.0,188,190.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves arrow-shaped,https://www.inaturalist.org/taxa/705790,,0.0,0.0
Opuntia humifusa,Opuntia cespitosa,,Opuntia cespitosa,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/553158,,0.0,0.0
Opuntia humifusa,O. humifusa complex,,Opuntia cespitosa,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/1412358,https://www.inaturalist.org/taxa/1412358,0.0,0.0
Opuntia humifusa,Opuntia cespitosa,,,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,,,,0.0
Opuntia humifusa,Opuntia humifusa,,Opuntia humifusa,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/47894,,0.0,0.0
Opuntia humifusa,Opuntia mescantha,,,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,,,0.0,0.0
Orchis rotundifolia,Galearis rotundifolia,,Galearis rotundifolia,20.0,20,22.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaf solitary, not heart- or arrow-shaped",https://www.inaturalist.org/taxa/62258,,0.0,0.0
Orchis spectabilis,Galearis spectabilis,,Galearis spectabilis,22.0,22,24.0,122,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Leaves 2, large and broad",https://www.inaturalist.org/taxa/51432,,0.0,0.0
Orobanche uniflora,Aphyllon uniflorum,,Aphyllon uniflorum,172.0,172,174.0,511,5 Regular Parts,Wildflowers - No Apparent Leaves,No Apparent Leaves,,,,Wildflowers with No Apparent Leaves,https://www.inaturalist.org/taxa/802714,https://www.inaturalist.org/taxa/802714,0.0,0.0
Oxalis europaea,Oxalis stricta,,Oxalis stricta,246.0,246,250.0,542,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,"Petals (or petal-like parts) grown together to form a tube, bell or cup",At least some of the flowers terminal,,"Flowers flat-topped, the lobes very narrow at the base and united to form a slender tube (Phloxes)",https://www.inaturalist.org/taxa/53183,,0.0,0.0
Petasites palmatus,Petasites frigidus,var.palmatus,Petasites frigidus,358.0,358,360.0,722,7 or More Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Aquatic plants,https://www.inaturalist.org/taxa/55780,https://www.inaturalist.org/taxa/55778,0.0,0.0
Physalis subglabrata,Physalis longifolia,var.subglabrata,Physalis longifolia,204.0,204,206.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Yellow flowers,,,Largest leaves longer than wide,https://www.inaturalist.org/taxa/78569,https://www.inaturalist.org/taxa/242211,0.0,0.0
Plantago juncoides,Plantago maritima,,Plantago maritima,398.0,398,400.0,811,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves,,,,Wildflowers with No Apparent Leaves,https://www.inaturalist.org/taxa/68543,,0.0,0.0
Plantago major,Plantago major,,ssp. major,398.0,398,400.0,811,Parts Indistinguishable,Wildflowers - No Apparent Leaves,No Apparent Leaves,,,,Wildflowers with No Apparent Leaves,https://www.inaturalist.org/taxa/58961,,0.0,0.0
Pluchea purpurascens,Pluchea odorata,,var. odorata,418.0,418,420.0,833,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers terminal,White or greenish-white flowers,,Larger leaves more than twice as long as wide,https://www.inaturalist.org/taxa/60146,,0.0,0.0
Polanisia graveolens,Polanisia dodecandra,,Polanisia dodecandra,146.0,146,148.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Flowers not yellow,,,Stamens numerous and conspicuous,https://www.inaturalist.org/taxa/78664,https://www.inaturalist.org/taxa/78664,0.0,0.0
Polanisia graveolens,ssp. dodecandra,,Polanisia dodecandra,146.0,146,148.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Flowers not yellow,,,Stamens numerous and conspicuous,https://www.inaturalist.org/taxa/238062,https://www.inaturalist.org/taxa/238062,0.0,0.0
Polanisia graveolens,ssp. trachyspermum,,,146.0,146,148.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Flowers not yellow,,,Stamens numerous and conspicuous,,,0.0,0.0
Polemonium van-bruntiae,Polemonium vanbruntiae,,Polemonium vanbruntiae,230.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",https://www.inaturalist.org/taxa/84971,,0.0,0.0
Polygala cruciata,Polygala cruciata,,var. cruciata,72.0,72,74.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,Leaves whorled,https://www.inaturalist.org/taxa/131648,,0.0,0.0
Polygala paucifolia,Polygaloides paucifolia,,Polygaloides paucifolia,40.0,40,42.0,132,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Entire,Flowers growing singly or 2-4 in a cluster,,,Otherwise,https://www.inaturalist.org/taxa/497911,https://www.inaturalist.org/taxa/497911,0.0,0.0
Polygala verticillata,Polygala verticillata,,Polygala verticillata,72.0,72,74.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,Leaves whorled,https://www.inaturalist.org/taxa/167209,,0.0,0.0
Polygala verticillata,Polygala ambigua,,Polygala ambigua,72.0,72,74.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,Leaves whorled,https://www.inaturalist.org/taxa/204385,https://www.inaturalist.org/taxa/204385,0.0,0.0
Polygonatum biflorum,Polygonatum biflorum,var.biflorum,Polygonatum biflorum var. biflorum,342.0,340,344.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,"Nodding, bell-shaped flowers",https://www.inaturalist.org/taxa/85327,https://www.inaturalist.org/taxa/85329,0.0,0.0
Polygonum amphibium,Persicaria amphibia,var.stipulacea,Persicaria amphibia var. laevimarginata,192.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/78450,https://www.inaturalist.org/taxa/553504,0.0,0.0
Polygonum arifolium,Persicaria arifolia,,Persicaria arifolia,402.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/204177,,0.0,0.0
Polygonum aviculare,Polygonum aviculare complex,,,192.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/1290817,https://www.inaturalist.org/taxa/1290817,0.0,0.0
Polygonum aviculare,Polygonum buxiforme,,,192.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/167232,,0.0,0.0
Polygonum careyi,Persicaria careyi,,Persicaria careyi,190.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/153059,,0.0,0.0
Polygonum cilinode,Fallopia cilinodis,,Fallopia cilinodis,322.0,322,326.0,562,5 Regular Parts,Vines,Leaves Entire,,,,Leaves heart- or arrow-shaped at the base,https://www.inaturalist.org/taxa/204154,,0.0,0.0
Polygonum convolvulus,Fallopia convolvulus,,Fallopia convolvulus,322.0,322,326.0,562,5 Regular Parts,Vines,Leaves Entire,,,,Leaves heart- or arrow-shaped at the base,https://www.inaturalist.org/taxa/77129,,0.0,0.0
Polygonum cuspidatum,Reynoutria japonica,,Reynoutria japonica,190.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/914922,,0.0,0.0
Polygonum hydropiper,Persicaria hydropiper,,Persicaria hydropiper,132.0,132,134.0,432,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,Yellow or green flowers,https://www.inaturalist.org/taxa/78452,,0.0,0.0
Polygonum hydropiperoides,Persicaria hydropiperoides,,Persicaria hydropiperoides,190.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/78453,,0.0,0.0
Polygonum lapathifolium,Persicaria lapathifolia,,Persicaria lapathifolia,190.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/63886,,0.0,0.0
Polygonum orientale,Persicaria orientalis,,Persicaria orientalis,190.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/78454,,0.0,0.0
Polygonum pensylvanicum,Persicaria pensylvanica,,Persicaria pensylvanica,192.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/78455,,0.0,0.0
Polygonum persicaria,Persicaria maculosa,,Persicaria maculosa,192.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/56166,,0.0,0.0
Polygonum sagittatum,Persicaria sagittata,,Persicaria sagittata,402.0,402,406.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem jointed,,,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/204179,,0.0,0.0
Polygonum scandens,Fallopia scandens,,Fallopia scandens,322.0,322,326.0,562,5 Regular Parts,Vines,Leaves Entire,,,,Leaves heart- or arrow-shaped at the base,https://www.inaturalist.org/taxa/204172,,0.0,0.0
Polygonum viviparum,Bistorta vivipara,,Bistorta vivipara,192.0,190,194.0,532,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,Flowers not yellow or orange,Stems jointed (Buckwheat Family),,Leaves not arrow-shaped,https://www.inaturalist.org/taxa/130545,,0.0,0.0
Polymnia uvedalia,Smallanthus uvedalia,,Smallanthus uvedalia,390.0,388,392.0,743,7 or More Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Yellow flowers,,,Leaves with a pair of prominent lower veins running parallel to the midrib,https://www.inaturalist.org/taxa/200075,,0.0,0.0
Potentilla anserina,Argentina anserina,,Argentina anserina,182.0,182,184.0,524,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Divided,,,,Leaflets more than 3,https://www.inaturalist.org/taxa/158615,,0.0,0.0
Potentilla anserina,ssp. anserina,,Argentina anserina,182.0,182,184.0,524,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Divided,,,,Leaflets more than 3,https://www.inaturalist.org/taxa/956481,https://www.inaturalist.org/taxa/956481,0.0,0.0
Potentilla arguta,Drymocallis arguta,,Drymocallis arguta,230.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",https://www.inaturalist.org/taxa/204304,,0.0,0.0
Potentilla arguta,ssp. arguta,,Drymocallis arguta,230.0,230,234.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers 1/4"" or more wide or long",Flowers not yellow,,"Stem leaves with 3 or more entire, toothed or shallowly lobed leaflets",https://www.inaturalist.org/taxa/501654,https://www.inaturalist.org/taxa/501654,0.0,0.0
Potentilla fruticosa,Dasiphora fruticosa,,Dasiphora fruticosa,316.0,316,318.0,554,5 Regular Parts,Shrubs,Leaves Divided,,,,"Flowers 1/2"" or more wide",https://www.inaturalist.org/taxa/76606,,0.0,0.0
